Manuscript,Canonical Story ID,Recension ID,Canonical Story Title,Folio Start,Scan Start,Column Start,Line Start,Body of Story Start,Folio End,Scan End,Column End,Line End,Miracle Number,Incipit,Confidence Score,Incipit Full,Story Word Variation,Story Incomplete,Blank TM folios,Number of Paintings,Painting Note,Notes,Exclude from ITool,Ethiopic Story Number,Miracles Sequence Number,Canonical Incipit,"Macomber Ms, non-Macomber Record",Best Incipit Tool Match,Nonunique Incipit,New Ms,Folio Start Number,Folio Start Letter,"Temporary English Translation for TGS 1994, to be moved when ID'd",Princeton Catalog Folios,Princeton Catalog Titles,Manuscript Date Range Start        ,Manuscript Date Range End        ,Story Century,Story Earliest Century,Incipit Typed,ID Ready
EMIP (EMIP) 601,,,,156v,,3,14,,157r,,1,17,263,ተብህለ፡ ከመ፡ ሀሎ፡ ፩ካህን፡ ወመፍቀሬ፡ ክርስቶስ፡ ወይምጽኡ፡ ኀቤሁ፡ ኵሉ፡ ሰብእ፡ ወይትናዘዝዎ፡ ወይሁብ፡ ዐስቦ፡ ዕጣነ፡ ንጹሐ፡ ወመሥዋዕተ፡ ወመባዓ፡ በእንተ፡ ዘነጽሑ፡ ወውእቱኒ፡ ይሁብ፡ ለቤተ፡ ክርስቲያን፡ ወይስእል፡ በእንተ፡ ኵሉ፡ ደቂቁ፡ በአንብዕ,,,,FALSE,,,,How the Virgin Mary saved a certain priest from Satan’s temptation.,FALSE,,,FALSE,FALSE,,FALSE,97.4,156,v,,,,1950,1950,20,,1,0
EMIP (EMIP) 601,407,,The king's washerman who was attacked by a lion.,157r,,1,18,,157r,,2,37,264,ወሀሎ፡ ፩ብእሲ፡ ዘያፈቅራ፡ ለእግዝእትነ...፡ በኵሉ፡ ልቡ፡ ወበኵሉ፡ ኃይሉ፡ ወየሐጽብ፡ ልብሰ፡ ለንጉሥ፡ ውትረ፡ ወአሐተ፡ ዕለተ፡ እንዘ፡ የሐጽብ፡ አድኒኖ፡ መጽአ፡ አንበሳ፡ ወአኃዘ፡ ክሣደ፡ ወከልሐ፡ ውእቱ፡ ብእሲ፡ በዓቢይ፡ ቃል,,,,FALSE,,,,How the Virgin Mary saved from a lion a certain laundryman of a king.,FALSE,,,FALSE,FALSE,,FALSE,97.4,157,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,404,,Saint Mary gives a garment to a poor monk.,157r,,3,1,,157r,,3,28,265,ተብህለ፡ ከመ፡ ሀሎ፡ ፩መነኮስ፡ ወአልቦቱ፡ አልባሰ፡ ወሲሳየ፡ ወይትአመና፡ ለእግዝእትነ...፡ ወይቤ፡ አዝዚ፡ ዘእበልዕ፡ ወዘእለብስ፡ ወዘንተ፡ ብሂሎ፡ ኖመ፡ ወመጽአት፡ እግዝእትነ...፡ ወመገረት፡ ሌሊት፡ ከዊኖ፡ አስተርአየቶ፡ ለራእይ፡ ወትቤሎ፡ ምንት፡ ትብልኑ፡ መነኮስ፡ ንሥእ፡ ዘንተ፡ ልብሰ,,,,FALSE,,,,How the Virgin Mary gave a garment to a devoted monk,FALSE,,,FALSE,FALSE,,FALSE,97.4,157,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,408,,A young man whom his mother had vowed to the service of Saint Mary becomes impotent when his parents try to wed him.,157r,,3,29,,157v,,2,18,266,ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ብእሲት፡ ወነበረት፡ ብዙኃ፡ መዋዕለ፡ እንዘ፡ ትሰእለ፡ ለእግዝእትነ...፡ ወትቤላ፡ ለእግዝእትነ...፡ ኅቡረ፡ ውሉደ፡ ከመ፡ ኢእናበር፥ በበክ፡ ወለእመ፡ ወሀብከኒ፡ ተባዕተ፡ ይኩንኪ፡ ላእከ፡ ቤተ፡ ክርስቲያንኪ፡ ወለእመ፡ ኮነት፡ አንስተ፡ ትንበር,,,,FALSE,,,,How the Virgin Mary gave a male child to a certain barren woman and how on his wedding day he refused to sleep with his bride; how the Virgin Mary anointed him with fragrance and he went to his bride.,FALSE,,,FALSE,FALSE,,FALSE,97.4,157,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,409,,The magistrate whom the king accused of embezzlement.,157v,,2,19,,157v,,3,33,267,ተብህለ፡ ከመ፡ ሀሎ፡ ፩መኰንን፡ ፈታሒ፡ በርትዕ፡ ወመፍቀሬ፡ በዓላተ፡ እግዝእትነ...፡ ያበርዕ፡ ርኁባነ፡ ወያለብስ፡ ዕሩቃነ፡ ወያስተፌሥሕ፡ ኅዙናነ፡ በበዓለ፡ እግዝእትነ...፡ ወአሐተ፡ ዕለተ፡ ሖረ፡ ኀበ፡ ቤተ፡ ክርስቲያን፥ ወሀበ፡ ንጉሥ፡ ከመ፡ የሁቦ፡ ጸባሕት፡ ጸዊሮ፡ ወርቀ፡ ፭፻፡ ዲናረ፡ ዘረከቦ፡,,,,FALSE,,,,How the Virgin Mary saved a certain governor when the king wrongly accused him and tried to kill him with the sword,FALSE,,,FALSE,FALSE,,FALSE,97.4,157,v,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,,,,157v,,3,34,,158r,,2,7,268,ወሀለወት፡ አሐቲ፡ ድንግል፡ እንተ፡ በጽሐት፡ ድንግልናሃ፡ ለማርያም፡ ወትትአመና፡ ብዙኃ፡ ዕለተ፡ ወትብል፡ ኦእግዝእትየ፥ አልብየ፡ ምግባረ፡ ሠናይ፡ ወባሕቱ፡ ዕቀቤ፡ ድንግልየ፡ ከመ፡ ኢየኃፍር፡ ቂዊመ፡ በቅድሜኪ፡ ወይእቲ፡ ድንግል፡ ላህይት፡ ፈድፋደ፡ ወውሉጥ፡ ስና,,,,FALSE,,,,How the Virgin Mary protected a certain virgin when a nobleman took her by force to be his wife.,FALSE,,,FALSE,FALSE,,FALSE,97.4,157,v,,,,1950,1950,20,,1,0
EMIP (EMIP) 601,416,,The fisherman who was eaten up by a dragon but was found alive when the dragon's belly was cut open.,158r,,2,8,,158r,,3,23,269,ተብህለ፡ ከመ፡ ሀሎ፡ ፩ብእሲ፡ ዓሥጋራ፡ ዓሣ፡ ወኢየአምር፡ ካአ፡ ገብረ፡ ወበውእቱ፡ ዓሣ፡ ይገብር፡ ተዝካራ፡ ለእግዝእትነ...፡  ወትረ፡ ለለበዓላ፡ ወአሐተ፡ ዕለተ፡ ሖረ፡ ውስተ፡ ባሕር፡ ከመ፡ ያሥግር፡ ዓሣ፡ ወርእየ፡ ብዙኃነ፡ ዓሣ,,,,FALSE,,,,How the Virgin Mary saved a fisherman when a great sea serpent swallowed him,FALSE,,,FALSE,FALSE,,FALSE,97.4,158,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,328,,The pious abbot who was falsely accused by his monks of sinning with a woman.,158r,,3,24,,158v,,2,2,270,ተብህለ፡ ከመ፡ ሀሎ፡ ፩መነኰስ፡ አበ፡ ምኔት፡ መፍቀሬ፡ እግዚአብሔር፡ ወያፈቅራ፡ ለእግዝእትነ...፡  ወተሳለቍኦ፡ ወሐመይዎ፡ ኵሎሙ፡ ቅዱሳን፡ በወዲቀ፡ አንስት፡ ወውእቱሰ፡ ንጹሕ፡ ዘኢለከፎ፡ ርስሐተ፡ ዓለም፡ ወአሐተ፡ ዕለተ፡ ገብሩ፡ ጉባኤ፡ ኵሎሙ፡ ቅዱሳን,,,,FALSE,,,,How the Virgin Mary took to safety the Abbott of the monastery when the monks wrongly accused him of adultery.,FALSE,,,FALSE,FALSE,,FALSE,97.4,158,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,,,,158v,,2,3,,158v,,3,8,271,ወሀሎ፡ ፩ኃጥእ፡ ወያፈድፍድ፡ ፍቅራ፡ ለእግዝእትነ፡ ቅድስት፡ ድንግል፡ ማርያም፡ ወሐነጸ፡ መርጡላ፡ ወያበውዕ፡ መባዓ፡ ወዕጣነ፡ ንጹሐ፡ ወኃጢአቱ፡ ፍድፋድ፥ ወፍድል፡ ወሞተ፡ ውእቱ፡ ኃጥእ፡ ወመጽኡ፡ መላእክተ፡ ጽልመት፡ ,,,,FALSE,,,,How the Virgin Mary interceded on behalf of a certain sinner when God ordered the angels to put his soul in hell; and how the tears of the Virgin Mary washed the sin away.,FALSE,,,FALSE,FALSE,,FALSE,97.4,158,v,,,,1950,1950,20,,1,0
EMIP (EMIP) 601,,,,158v,,3,9,,159r,,1,13,272,ወሀሎ፡ ፩ብእሲ፡ ዘያፈቅር፡ መሥዋዕተ፡ ወቍርባነ፡ ዘኢይጥዕም፡ እክለ፡ ዘእንበለ፡ ይንሣእ፡ ቍርባነ፥ ወኵሎ፡ ዕለተ፡ ያፈቅር፡ ቍርባነ፡ በእንተ፡ ተዝካራ፡ ለእግዝእትነ...፡ ወአሐተ፡ ዕለተ፡ ሖረ፡ ውእቱ፡ ቁራቢ፡ ርሑቀ፡ መንገዲ፡ ወሮጸ፡ ወስዕነ፡ በጺሖ፡ ኀበ፡ ቤተ፡ ክርስቲያን,,,,FALSE,,,,How the Virgin Mary sent priests to a certain man when he prayed to receive Holy Communion.,FALSE,,,FALSE,FALSE,,FALSE,97.4,158,v,,,,1950,1950,20,,1,0
EMIP (EMIP) 601,170,,Saint Mary saves from a lion a pious monk who had drunk too much wine.,159r,,1,14,,159r,,3,4,273,ተብህለ፡ ከመ፡ ሀሎ፡ ፩መነኮስ፡ ውስተ፡ ዓለም፡ ወይትለአካ፡ ለእግዝእትነ...፡ ወያፈቅራ፡ በኵሉ፡ ወበአሐቲ፡ ዕለት፡ እምዕለታትየ፡ ሰትየ፡ ወይነ፡ ወሰክረ፡ ወኀየሉ፡ ከካረ፡ ወይን፡ ወኢይትከለሎ፡ ከመ፡ ይትነሣእ፡ ጊዜ፡ መንፈቀ፡ ሌሊት፡ ለጸሎት፡ ምስለ፡ አኃዊሁ,,,,FALSE,,,,How the Virgin Mary saved the drunken monk from a lion and a savage dog,FALSE,,,FALSE,FALSE,,FALSE,97.4,159,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,,,,159r,,3,5,,159v,,1,30,274,ወሀሎ፡ ፩አይሁዳዊ፡ ዘይገብር፡ ጋዕዘ፡ ወይትትሐው፡ ኵሎ፡ አሚረ፡ ወአሐተ፡ ዕለተ፡ ተቃሐወ፥ ኵሎ፡ አሚረ፡ ወአሐተ፡ ዕለተ፡ ተቃሐወ፡ ከመ፡ ይንሣእ፡ ንዋየ፡ ባዕድ፡ ወረትዕዎ፡ ወነሥእዎ፡ ንዋየ፡ ወእምብዝኃ፡ መዓቱ፡ ወቦአ፡ ውስተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ እንተ፡ ይእቲ፡ ቅርብት,,,,FALSE,,,,"How the painted figures of the Virgin Mary and Christ on an icon bled when a Jew cast the board into a pit, and how the magistrate had the Jew burnt alive",FALSE,,,FALSE,FALSE,,FALSE,97.4,159,r,,,,1950,1950,20,,1,0
EMIP (EMIP) 601,171,,The husband who broke his vow that he would live celibately with his wife.,159v,,1,31,"Col. 1, line 35",159v,,3,24,275,ወሀሎ፡ ፩ብእሲ፡ ክቡር፡ ወቦቱ፡ ብእሲት፡ ዘሠናይ፡ ላህይ፡ ወሶበ፡ ልሕቁ፡ ወበጽሐ፡ እስከ፡ ርስዕና፡ ተካየዳ፡ በበይናቲሆሙ፡ ከመ፡ ይዕቀቡ፡ ሥጋሆሙ፡ በንጽሕ፡ በኵሉ፡ መዋዕለ፡ ሕይወቶሙ፥ ወእምድኅረዝ፡ ብዙኅ፡ መዋዕል፡ በሌሊት፡ ዓርብ፡ ዘስቅለት,,,,FALSE,,,,"How a certain woman consigned to the Devil the son whom, against her desire, she conceived on Good Friday, and how the Virgin Mary rescued the young man from the clutches of the Devil",FALSE,,,FALSE,FALSE,,FALSE,97.4,159,v,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,,,,159v,,3,25,"Col. 3, line 29",160r,,1,19,276,ተብህለ፡ ከመ፡ ሀሎ፡ ነዳይ፡ ርኁብ፡ ዘያፈቅራ፡ ለእግዝእትነ...፡.ወይእስእላ፡ ለከርሡ፡ መብልዐ፡ ወትረ፡ ወይእቲነ፡ ትሁቦ፡ ኅብስተ፡ ሥርናይ፡ ከመዝ፡ ብዙኃ፡ መዋዕለ፡ ወአሐተ፡ ዕለተ፡ በጽሐ፡ ኀቤሁ፡ እንግዳ፡ ወአልቦ፡ ውስተ፡ ቤቱ፡ መብልዓ፡ ወመስቲ,,,,FALSE,,,,How the Virgin Mary gave food to a certain poor beggar to be able to share with a guest. EMIP 253.,FALSE,,,FALSE,FALSE,,FALSE,97.4,159,v,,,,1950,1950,20,,1,0
EMIP (EMIP) 601,219,,Saint Mary cures the son of a Roman official in Bethlehem.,160r,,1,20,"Col.1, line 24 ",160r,,3,19,277,ወሀሎ፡ ፩መኰንን፡ ዘይደዊ፡ ውልዱ፡ ወእንዘ፡ ሀለወት፡ እግዝእትነ...፡ በ፪ቤተ፡ ልሔም፡ ወጐድጐደ፡ ኆኅተ፡ ቤታ፡ ለእግዝእትነ...፡ ወእምዝ፡ ወፅአት፡ ኀቤሁ፡ ድንግል፡ እምእለ፡ ይትተነያ፡ ለማርያም፡ ቡርክት፡ ወይቤላ፡ መኰንን፡ ንግርያ፡ ለቅድስት፡ ቤተ፡ ክርስቲያን፡ በእንቲአየ፡ ወስሚዓ፡ ቅድስት፡ እመ ሕይወት፡,,,,FALSE,,,,How the Virgin Mary healed the son of a certain Roman governor while she was at Bethlehem and how she blessed him and his family and how he returned to Rome in peace.,FALSE,,,FALSE,FALSE,,FALSE,97.4,160,r,,,,1950,1950,20,16,1,1
EMIP (EMIP) 601,241,,Saint Peter gives Saint John Chrysostom the keys of the kingdom and Saint John the Evangelist gives him the Gospels; then Saint Mary appears to him.,160r,,3,20,"Col. 3, line 24",160v,,1,29,278,ወሀሎ፡ ፩ብእሲ፡ ሊቍ፡ ጳጳሳት፡ ዘሀገረ፡ ቍስጥንጥኛ፡ ዘስሙ፡ ዮሐንስ፡ አፈወርቅ፥ ወእንዘ፡ ሀሎ፡ ውእቱ፡ እምቅድመ፡ ይንሣእ፡ ሢመተ፡ ቅስና፡ ወሊቀ፡ ጵጵስና፡ ወሀቦ፡ ጴጥሮስ፡ መራኁት፡ ወዮሐንስ፡ ወንጌሉ፡ ወሀቦ፡ ወይቤልዎ፡ ኢትፍራኅ፡ ዘዓሠርከ፡ ይኩን፡ ዕሡረ፡ ወዘፈታሕከ,,,,FALSE,,,,"How the Virgin Mary, with other apostles, appeared to John Chrysostom and encouraged him in the exercise of the office of the keys.",FALSE,,,FALSE,FALSE,,FALSE,97.4,160,r,,,,1950,1950,20,16,1,1
EMIP (EMIP) 601,242,,"Mary, Assumption of cycle: The Jews try to burn down the house where Saint Mary is staying but are burned up instead.",160v,,1,30,"Col.1, line 34",160v,,3,17,279,ወእምድኅረ፡ ኃሙስ፡ መዋዕል፡ እንዘ፡ ሀለወት፡ እግዝእትነ...፡ በቤተ፡ ልሔም፡ አእመሩ፡ መኰንን፡ ወሊቃነ፡ ካህናት፡ ከመ፡ ሀለወት፡ እሙ፡ ለእግዝእነ፡ ኢየሱስ፡ ክርስቶስ፡ ውስተ፡ ቤታ፡ ወኵሎሙ፡ አርድእት፡ ምስሌሃ፡ ወብዙኅ፡ ተአምር፡ ወመንክር፡ ይከውን፡ በእዴሃ,,,,FALSE,,,,How the angels protected the house of the Virgin Mary in Bethlehem when the Jews tried to burn it down,FALSE,,,FALSE,FALSE,,FALSE,97.4,160,v,,,,1950,1950,20,16,1,1
EMIP (EMIP) 601,410,,The couple that were guided by the wife's dream to find buried money with which to build a shrine to Saint Mary.,160v,,3,18,"Col. 3, line 22",161r,,3,17,280,ተብህለ፡ ከመ፡ ሀሎ፡ ፩ነዳይ፡ ዘያፈቅራ፡ ለእግዝእትነ...፡ ወይብል፥ ኦእመ፡ ብርሃን፡ እስእለኪ፡ ኦእመ፡ ብርሃን፡ እስእለኪ፡ ስምዒ፡ ስእለትየ፡ ወኃለየ፡ በልቡ፡ እንዘ፡ ይብል፡ ወያስተዐጽብ፡ መኑ፡ ይረድአኒ፡ ከመ፡ እሕንጽ፡ መርጡላ፡,,,,FALSE,,,,How a certain man wished to build a martyrium to the Virgin Mary but lacked the necessary money and how she showed him in a dream where a pot of gold coins was to be found,FALSE,,,FALSE,FALSE,,FALSE,97.4,160,v,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,412,,A child and his mother see the icon of Saint Mary weeping for the sins of the world.,161r,,3,18,"Col. 3, line 22",161r,,2,1,281,ተብህለ፡ ከመ፡ ሀሎ፡ ፩ሕፃን፡ ንዑስ፡ ዘያፈቅር፡ ጸሎተ፡ እምንዕሱ፡ ወይቤላ፡ ለእሙ፡ ኦእምየ፡ ንዒ፡ ንሑር፡ ኀበ፡ ቤተ፡ ጸሎት፡ ወንግብረ፡ ንስቲተ፡ ጸሎተ፡ ወሖሩ፡ ፪ኤሆሙ፡ ኅቡረ፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ወረከቡ፡ ኀበ፡ ሥዕለ፡ እግዝእትነ...,,,,FALSE,,,,How the icon of the Virgin Mary wept for the sins of this world and how the icon spoke to a child to hide this from anyone and how the child followed the Blessed Virgin in a holy life of celibacy,FALSE,,,FALSE,FALSE,,FALSE,97.4,161,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,153,,The young man who used to bring roses to the icon of Saint Mary.,161r,,2,2,"Col. 2, line 6",161r,,3,2,282,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ በአሐቲ፡ ሀገር፡ በስመ፡ እግዝእትነ...፡ ወሀሎ፡ ሥዕለ፡ ዚአሃ፡ በህየ፡ ሥዑል፡ ዘውስተ፡ ልብስ፡ ወሀሎ፡ ፩ብእሲ፡ ዘሠናይ፡ ግዕዙ፡ ወይትአመና፡ ለእግዝእትነ...፡ ,,,,FALSE,,,,"How a certain man used to put fifty roses on the icon of the Virgin Mary and how, when roses were out of season he would recite fifty Hail Mary’s instead; and how fifty roses sprang from his grave three months after he died with their roots springing from his heart",FALSE,,,FALSE,FALSE,,FALSE,97.4,161,r,,,,1950,1950,20,14,1,1
EMIP (EMIP) 601,415,,The thief who was caught stealing from the church of Saint Mary and was released by his captors when he prayed to her.,161r,,3,3,Col. 3 line 7,161r,,3,31,283,ተብህለ፡ ከመ፡ ሀሎ፡ ፩ቀስጤ፡ ቤተ፡ ክርስቲያን፡ ኵሎ፡ አሚረ፡ ነበረ፡ እንዘ፡ ይቀስጥ፡ ውእቱ፡ እኩየ፡ ልማድ፡ ወይጸንሕዎ፡ ኵሉ፡ ሰብእ፡ ወአሐተ፡ ዕለተ፡ ,,,,FALSE,,,,"How the Virgin Mary, because of his devotion, protected a thief who was stealing from the church.",FALSE,,,FALSE,FALSE,,FALSE,97.4,161,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,131,,The faded icon of Saint Mary that the mother-in-law wanted to discard.,161r,,3,32,Col. 3 line 36,161v,,1,36,284,ወሀለወት፡ አሐቲ፡ መበለት፡ ምስለ፡ ሐማታ፡ ዘታፈቅራ፡ ለእግዝእትነ...፡ ወሥዕለ፡ ዚአሃ፡ እግዝእትነ፡ ሀሎ፡ ኀቤሃ፡ ወትትአምን፡ ባቲ፡ ኵሉ፡ ጊዜ፡ እስመ፡ ነቅዓ፡ ወእቱ፡ ሥዕል,,,,FALSE,,,,How the icon of the Virgin Mary spoke to a certain woman whose mother-in-law was opposed to her devotion to the icon of the Virgin and how the icon disappeared because of the mother-in-law’s objection,FALSE,,,FALSE,FALSE,,FALSE,97.4,161,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,311,,A stream runs uphill after his neighbor had diverted it.,161v,,2,1,"Col. 2, line 5",161v,,2,23,285,ወሀሎ፡ ፩ብእሲ፡ እንዘ፡ የሐጽብ፡ ልብሰ፡ ወመጽአ፡ ፩ብእሲ፡ ወሜጠ፡ ገጸ፡ መንገለ፥ ማይ፡ ወሜጠ፡ እንተ፡ ካልዕ፡ ፍኖት፥ ወይቤሉ፡ ውእቱ፡ ሐፃቢ፥ በጸሎታ፡ ለእግዝእትነ...፡ ትኅድግ፡ ዘንተ፡ ማየ፡ ወዐበዮ፡ አውገዞ፡ ሥልሰ፡ ወዓበዮ፡ ወእምዝ,,,,FALSE,,,,How the Virgin Mary made a stream to reverse its course and water to run uphill in order to assist a poor man,FALSE,,,FALSE,FALSE,,FALSE,97.4,161,v,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,255,,Christ makes Saint Peter head of the Church.,161v,,2,24,Col. 2 line 29,161v,,3,35,286,ወእንዘ፡ ሐዋርያት፡ ይምህርዎሙ፡ ለሰብአ፡ ሀገር፡ ወነዋ፡ እግዝእነ፡ ኢየሱስ፡ ክርስቶስ፥ ወረደ፡ እምሰማይ፡ ወአስተርአየ፡ በማዕከለ፡ ሐዋርያት፡ ወውእቱ፡ ይነብር፡ ዲበ፡ ሠረገላ፡ ኪሩቤል፡ ወእሙ፡ ድንግል፡ ንጽሕት፡ ንግሥት፡ ወሥርጉት፡ በወርቅ፡ ወበባሕርይ፡ ወበሜላት,,,,FALSE,,0,,How Jesus Christ appeared with his Mother to the apostles; how he appointed Peter to be the father of the people of Israel,FALSE,,,FALSE,FALSE,,FALSE,97.4,161,v,,,,1950,1950,20,16,1,1
EMIP (EMIP) 601,25,,ʾƎmma Yoḥannǝs and the Ethiopian monk who was on pilgrimage to Jerusalem.,161v,,3,36,"Col. 3, line 4",162v,,2,2,287,ወሀለወት፡ አሐቲ፡ ብእሲት፡ መሃይምት፡ ቅድስ፡ ወቡርክት፡ ወተኃድር፡ በ፩ሀገር፡ እምአህጉረ፡ ታሕታይ፡ ግብፅ፡ ዘይሰመይ፡ ሰብጥ፡ ወትሰምይ፥ እመ፡ ዮሐንስ፡ መፍቀሪተ፡ ነገድ፡ ከመ፡ አብርሃም፡ ወመፍቀሬ፡ ምጽዋት፡ ከመ፡ ኢዮብ፡ ወመፍቀሬተ፡ ምሕረት,,,,FALSE,,0,,"How a certain Ethiopian monk named Qälemǝnṭos went to lower Egypt to a city called Säbǝṭ in order to make a pilgrimage to Jerusalem; how he stayed in the house of the mother of Yoḥannəs, a lady who was known for her love of pilgrims; how her house was filled with light when he was reading from the miracles of Mary and how the lady decided to follow the monk to Jerusalem",FALSE,,,FALSE,FALSE,,FALSE,97.4,161,v,,,,1950,1950,20,16,1,1
EMIP (EMIP) 601,74,,The wife of a pagan official who wished to pray at the Holy Sepulcher is prevented until she is baptized.,162v,,2,3,"Col.2, line 7",162v,,3,3,288,ስምዑኬ፡ ዘከመ፡ አድኃነታ፡ ለከነናዊት፡ በትንብልናሃ፡ ወሀለወት፡ አሐቲ፡ ብእሲት፡ እምአንስተ መኳንንት፡ ዘሮሜ፡ ወመጽአት፡ በሌሊት፡ ትንሥኤ፥ ጠፈቀደት፡ ትባእ፡ ኀበ፡ መቃበሪሁ፡ ለእግዝእነ፡ ኢየሱስ፡ ክርስቶስ፡ ፈጣሬ፡ ኵሉ፡ ዓለም፡ በኅቡእ፡ ወሶበ፡ ቀርበት፡ ኀበ፡ ኆኅት,,,,FALSE,,0,,"How a certain lady of Roman nobility tried to enter into the tomb of Jesus Christ in Jerusalem; how she was forbidden to enter because of her unbelief and how she came to faith, received holy communion and entered into the tomb to receive a blessing",FALSE,,,FALSE,FALSE,,FALSE,97.4,162,v,,,,1950,1950,20,16,1,1
EMIP (EMIP) 601,,,,162v,,3,4,"Col.3, line 11",163r,,1,14,289,ወሀሎ፡ በሀገረ፡ ኢየሩሳሌም፡ መንገለ፡ ሔኖን፡ በቅሩበ፡ ሳሌም፡ በማዕዶተ፡ ዮርዳኖስ፡ እንተ፡ ህየ፥ ይነብር፡ ደብር፡ ዘስሙ፡ ማህው፡ እንተ፡ ዓውዱ፡ ክፉል፡ ፈለግ፡ ይምነ፡ ወጽግመ፡ እንተ፡ መልዕልቲሁ፡ ዐዘቅተ፡ ማይ፡ ዘውሕዘ፡ እግዝእነ፡ አመ፡ ነበረ፡ ፫መዋዕለ፡ ወ፫ለያልየ፡ ምስለ፡ ማርያም፡ እሙ፡ ወሰሎሜ,,,,FALSE,,0,,"How the Virgin Mary and her son, Jesus Christ, with the Apostles and archangels, blessed a certain church near to the Jordon River",FALSE,,,FALSE,FALSE,,FALSE,97.4,162,v,,,,1950,1950,20,,1,0
EMIP (EMIP) 601,243,,The Holy Spirit recounts the salvific events that have occurred on Sunday.,163r,,1,15,Col.1 line 22,163r,,2,29,290,ወእምዝ፡ እምድኅረ፡ አስተርአየ፡ ዝንቱ፡ ተአምር፡ ላዕለ፡ እግዝእትነ፡ ወላዕለ፡ አርድእት፡ ተናገረ፡ መንፈስ፡ ቅዱስ፡ ወይቤላ፡ አእምሩኬ፡ ከመ፡ በዕለተ፡ እሑድ፡ አብሠራ፡ ገብርኤል፡ መልአክ፡ ለማርያም፡ ቅድስት፡ ከመ፡ የኃድር፡ ክርስቶስ፡ ቃለ፡ እግዚአብሔር፡ ላዕሌሃ፡ ወበዕለተ፡ እሑድ,,,,FALSE,,0,,How the Holy Spirit taught about the honor of the day Sunday and how Jesus Christ appeared in honor of the Virgin Mary,FALSE,,,FALSE,FALSE,,FALSE,97.4,163,r,,,,1950,1950,20,16,1,1
EMIP (EMIP) 601,404,,Saint Mary gives a garment to a poor monk.,163r,,2,30,Col. 2 line 34,163r,,3,17,291,ተብህለ፡ ከመ፡ ሀሎ፡ ፩መነኮስ፡ ወአሕቦቱ፡ አልባስ፡ ወዓራዝ፡ ወሲሳይ፡ ወይትአመና፡ ለእግዝእትነ፡ ቅድስት፡ ድንግል፡ በ፪፡ ማርያም፡ ወላዲተ፡ አምላክ፡ ወይቤላ፡ አዝዚ፡ ሊተ፡ ዘእበልዕ፡ ወዘእለብስ፡ ወኢይኩን፡ ንፉቀ፡ እምኔኪ፡ ወዘንተ፡ ብሂሎ፡ ኖመ፡ ወመጽአት፡ ኀቤሁ፡ እግዝእትነ,,,,FALSE,,0,,How the Virgin Mary gave a garment to a devoted monk,FALSE,,,FALSE,FALSE,,FALSE,97.4,163,r,,,,1950,1950,20,15,1,1
EMIP (EMIP) 601,109,,The daughter of the rich man from Caesarea who could not deliver her baby.,163r,,3,18,Col.3 line 22,163v,,1,10,292,ወሀለወት፡ አሐቲ፡ ብእሲት፡ እምዓበተ፡ ሀገረ፡ ቂሳርያ፡ ወኮነ፡ ባዕልት፡ ብእሲት፡ ባሕቱ፡ በወርቅ ወበብሩር፡ ወበንዋየ፡ ዝንቱ፡ ዓለም፡ ኃላፊ፡ ወይእቲ፡ ኮነት፡ ፅንስተ፡ ወሶበ፡ በጽሐ፡ ዕለተ፡ ወሊዶታ፡ ተዓሥሩ፡ ማኅፀና፡ ወበጽሐት፡ ዐቢየ፡ ኵነኔ፡ እስከ፡ ለሞት,,,,FALSE,,0,,How the Virgin Mary saved a certain wealthy lady from Syria from the pain of childbirth,FALSE,,,FALSE,FALSE,,FALSE,97.4,163,r,,,,1950,1950,20,16,1,1
